ID	Label	Entity Short Form	Tags	Type	SubType	Description	OrgClass	OrgSubType	Portfolio	URL	Source of Entry	Admin Notes	Data Provider	Record Status	Last Modified By	Created	French Entity Full Name	French Short Form	French Description	French URL
GCDE:0005361	Human Resources Planning Interdepartmental Network (HRPIN)		HR, DigitalTalent	Communities		The purpose of the Human Resources Planning Interdepartmental Network HRPIN is to provide HR professionals, particularly planners, and other interested government employees with a venue for sharing information related to Human Resources Planning HRP and to improve HRP in our respective...	GC Interdepartmental			https://gcconnex.gc.ca/groups/profile/7119024/human-resources-planning-interdepartmental-network-reseau-interministeriel-de-planification-en-ressources-humaines?language=en				Essential data complete	Thom Kearney	1/24/2023				
GCDE:0001848	Human Resources Services Branch		ESDC-DEMO	Teams	Branch			Branch						Legacy	Thom Kearney	10/6/2021				
GCDE:0005197	Human Resources Systems Group - Technical Competencies 		DigitalTalent, DataTalent	Programs and Services	Framework	HRSGs technical competencies leverage 30 years of expertise and job analysis to accurately define the specific skills and behaviours that help ensure that your organization has the right people in the right roles.  Includes Data Analysis , Cyber Security, Agile Development	Consultancy			https://www.competencies.co/competencies/technical-competencies				Essential data complete	Thom Kearney	10/4/2022				
GCDE:0004989	Hydrometric program: a national partnership		OpenGov, PTGovernment	Programs and Services	Programs	The federal and provincial partners meet annually to review and adjust the hydrometric program according to need. The cooperative nature of the program has allowed the partners to work together for the benefit of all. The programs flexibility has permitted it to adapt to the changing needs of water management in each part of the country, and will now help it to address the emerging needs for environmental conservation and protection.	Government of Canada			https://www.canada.ca/en/environment-climate-change/services/water-overview/quantity/monitoring/survey/hydrometric-program-national-partnership.html				Legacy	Thom Kearney	6/6/2022	Programme hydrométrique : partenariat national		Les partenaires fdraux et provinciaux se runissent chaque anne afin de revoir et de modifier le programme de relevs hydromtriques en fonction des besoins de chacun. La nature cooprative du programme a permis aux partenaires de travailler ensemble pour le bnfice de tous. En raison de sa souplesse, le programme peut être ajust en fonction des nouveaux besoins en matire de gestion de leau et de conservation et de protection de lenvironnement qui surgissent dans toutes les rgions du pays.	https://www.canada.ca/en/environment-climate-change/services/water-overview/quantity/monitoring/survey/hydrometric-program-national-partnership.html
GCDE:0005210	IBM - Investing in talent development		DataTalent, DigitalTalent	Programs and Services		IBM talent development consultants help organizations build resiliency through a talent strategy that dynamically adapts to changing business needs while fostering a culture of learning	Consultancy			https://www.ibm.com/services/talent-management/talent-development?utm_content=SRCWW&p1=Search&p4=43700067943683713&p5=p&gclid=CjwKCAjw4c-ZBhAEEiwAZ105RcQckM2Bh2hbLpcqkLIK2eqcZFtOIFr-qcfDu8A5CJ_E3nuy4so2UhoCySsQAvD_BwE&gclsrc=aw.ds				Essential data complete	Thom Kearney	10/4/2022				
GCDE:0005310	IBM Cloud Learn Hub Robotic Process Automation	Robotics Process Automation	AI	Learning Resources	Learning provider	This is IBMs landing page on software robotics where they describe intelligent automation technologies to perform repetitive office tasks of human workers.	Learning Provider			https://www.ibm.com/cloud/learn/rpa				New - Awaiting review	Thom Kearney	12/21/2022	Diane Carol Johnston			
GCDE:0004714	IBM quantum hub at Institute Quantitique		DataCentric 	Organizations	Learning provider	The IBM Quantum Hub at IQ is an opportunity to take part in a community of experts and to have access to the quantum expertise of our IQ members. It is also an opportunity to expand your network through events organized by IQ and the IBM Quantum Network.	Learning Provider			https://www.usherbrooke.ca/iq/en/research/quantum-tech-platforms/ibm-q-hub-at-institut-quantique/				Legacy	Thom Kearney	3/23/2022	Espace IBM quantitique de l’Insitut Quantitique		LEspace IBM Quantique de lIQ cest une occasion de prendre part  une communaut scientifique unique et davoir accs  lexpertise en quantique des membres de lIQ. Cest galement une opportunit daccroître vos rseaux  travers des vnements organiss par lIQ et le IBM Q Network.	https://www.usherbrooke.ca/iq/recherche/plateformes-technos-quantiques/espace-ibm-q-a-linstitut-quantique/
GCDE:0001836	ICAAD		ESDC-DEMO	Teams				Directorate						Legacy	Thom Kearney	10/6/2021				
GCDE:0004441	Ice freeze days (herbaceous crops) during non-growing season (<-5°C)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/21d9b53d-bf5b-4913-b1f7-8ba5211d6f81	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004440	Ice freeze days (herbaceous  crops) in dormant period (< -15°C)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/4e81a467-fc14-4fa0-a1d6-9d65336587c6	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004442	Ice freeze days (woody crops) during non-growing season (<-10°C)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/89b14c19-69b3-491b-9b78-d0ae2c4dffd6	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004443	Ice freeze days (woody crops) in dormant period (<-30°C)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/65b8fc8e-7d82-441f-b588-9575401ecb48	From OPEN DATA and From FGP		Agriculture and Agri-Food Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0001858	Identity Policy and Programs Directorate		ESDC-DEMO	Teams				Directorate						Legacy	Thom Kearney	10/6/2021				
GCDE:0001860	Identity Strategic Directions		ESDC-DEMO	Teams				Directorate						Legacy	Thom Kearney	10/6/2021				
GCDE:0000596	iLab Virtual Platform - Guides Series		Indigenous	Learning Resources	Resources	This iLab guide provides public servants with a short and informative guide on creating their own Indigenous Land proclamations, as well as outlining the importance of doing so.	Government of Canada			https://gcconnex.gc.ca/file/view/69226240/indigenous-recognition-events-ilab-guide?language=en	email			Legacy	Thom Kearney	6/29/2021	iLab plate-forme virtuelle - Série de guides			
GCDE:0000751	IM in Ministers' Offices Toolkit		DataLiteracy 	Policy Instruments	Guidelines	This resource includes specific guidance and tools for managing the different categories of records in a ministers office.	Government of Canada							Legacy	Thom Kearney	8/11/2021				
GCDE:0000748	IM Policy Review and Refresh 		DataCentric 	Projects and Initiatives	Policies	The objective of this project is to ensure that the Government of Canada has the right rules in place for managing information and data in the digital age. It includes the review and update of all existing IM policy instruments and the identification of policy gaps where new IM requirements may be needed.	Government of Canada							Legacy	Thom Kearney	8/11/2021				
GCDE:0000051	Immigration, Refugees and Citizenship Canada (IRCC)	IRCC		Organizations	Government of Canada	Immigration, Refugees and Citizenship Canada facilitates the arrival of immigrants, provides protection to refugees, and offers programming to help newcomers settle in Canada.	Government of Canada		Social and Heritage	https://www.canada.ca/en/immigration-refugees-citizenship.html	Original Prototype			Legacy	Thom Kearney	1/28/2021	Immigration,  Réfugiés et Citoyenneté Canada (IRCC)		Immigration, Rfugis et Citoyennet Canada facilite la venue des immigrants, offre de la protection aux rfugis et, par ses programmes, aide les nouveaux arrivants  stablir au Canada.	https://www.canada.ca/fr/immigration-refugies-citoyennete.html
GCDE:0001968	Impact Canada		DataPractitioner	Projects and Initiatives	Projects/initiatives	Impact Canada is a Government of Canadawide effort that will help departments accelerate the adoption of innovative funding approaches to deliver meaningful results to Canadians.	Government of Canada			https://impact.canada.ca/en/about				Legacy	Thom Kearney	11/16/2021	l’Initiative Impact Canada		lInitiative Impact Canada est un effort pangouvernemental qui aidera les ministres  acclrer ladoption dapproches de financement novatrices pour produire des rsultats significatifs pour les Canadiens.	https://www.statcan.gc.ca/fr/science-donnees?HPA=1
GCDE:0000701	Implementing HTTPS for Secure Web Connections: Information Technology Policy Implementation Notice (ITPIN)			Policy Instruments	Guidelines	Policy instrument directing government departments to implement secure web connections on public facing domains via HTTPS.	Government of Canada			https://www.canada.ca/en/government/system/digital-government/modern-emerging-technologies/policy-implementation-notices/implementing-https-secure-web-connections-itpin.html				Legacy	Thom Kearney	8/2/2021	Mise en œuvre de HTTPS pour les connexions Web sécurisées : Avis de mise en œuvre de la Politique sur la technologie de l’information (AMPTI)		Lobjectif du prsent Avis de mise en œuvre de la Politique sur la technologie de linformation AMPTI est de diriger les ministresVoir la note en bas de page1 afin de mettre en œuvre le protocole de transfert hypertexte scuris HTTPS pour les connexions Web.	https://www.canada.ca/fr/gouvernement/systeme/gouvernement-numerique/technologiques-modernes-nouveaux/avis-mise-oeuvre-politique/mise-oeuvre-https-connexions-web-securisees-ampti.html
GCDE:0000160	Implementing the United Nations Declaration on the Rights of Indigenous Peoples in Canada		Indigenous, Climate	Policy Instruments	Strategies	The United Nations Declaration on the Rights of Indigenous Peoples the Declaration provides us with a road map to advance lasting reconciliation with Indigenous peoples. Legislation was introduced in Dec 2020 on a roadmap for the Government and Indigenous peoples to work together to fully implement the Declaration	PT+ FN			https://www.justice.gc.ca/eng/declaration/index.html	D.Prosser (CIRNAC)			Legacy	Thom Kearney	6/1/2021	Mise en œuvre de la Déclaration des Nations Unies sur les droits des peuples autochtones		La Dclaration des Nations Unies sur les droits des peuples autochtones la Dclaration nous fournit une feuille de route afin de promouvoir une rconciliation durable avec les peuples autochtones.	https://www.oag-bvg.gc.ca/internet/Francais/parl_oag_201805_05_f_43037.html
GCDE:0000165	Improving COVID-19 Data for First Nations 		IndigenousLed, Indigenous	Projects and Initiatives	Projects/initiatives	First Nations Information Governance Center working with Dr. Janet Smylie WellLiving House to develop distinctionsbased COVID19 data base	NGO			http://www.welllivinghouse.com/	D.Prosser (CIRNAC)	WellLiving House  An action research centre focused on Indigenous* infant, child and family health and wellbeing. A place where Indigenous people can come together to gather, understand, link and share best knowledge about happy and healthy child, family and community living.		Legacy	Thom Kearney	6/1/2021				http://www.welllivinghouse.com/
GCDE:0005230	Inclusive Design Research Centre (ocadu.ca)		D&I	Projects and Initiatives			Learning Provider			https://idrc.ocadu.ca/				New - Awaiting review	Thom Kearney	10/18/2022				
GCDE:0001927	Income Security and Social Development Branch		ESDC-DEMO	Teams	Branch			Branch						Legacy	Thom Kearney	10/6/2021				
GCDE:0000817	Indigenous		Indigenous	Annotations			Not Applicable				for cluster view			Legacy	Thom Kearney	9/14/2021	Indigènes			
GCDE:0001911	Indigenous and Northern Analysis Division		ESDC-DEMO	Teams				Division						Legacy	Thom Kearney	10/6/2021				
GCDE:0001913	Indigenous Early Learning and Child Care Secretariat		ESDC-DEMO	Teams				Directorate						Legacy	Thom Kearney	10/6/2021				
GCDE:0004444	Indigenous Mining Agreements (active)		Geospatial, Indigenous	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/488faf70-b50b-4749-ac1c-a1fd44e06f11	From OPEN DATA and From FGP		Natural Resources Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004445	Indigenous Mining Agreements (expired)		Geospatial, Indigenous	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/2d83015c-76d3-46ba-8a14-e67252939fd7	From OPEN DATA and From FGP		Natural Resources Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004446	Indigenous Population of Canada (2016)		Geospatial, Indigenous	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/3d52693e-39d1-4e7f-b4fa-b72ccb605006	From OPEN DATA and From FGP		Natural Resources Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0000053	Indigenous Services Canada (ISC)	ISC	CIRNAC/ISCDataLeadership, Indigenous, ProvidesServicesToIndigenous, Climate	Organizations	Government of Canada	Indigenous Services Canada ISC works collaboratively with partners to improve access to high quality services for First Nations, Inuit and Mtis. Our vision is to support and empower Indigenous peoples to independently deliver services and address the socioeconomic conditions in their communities.	Government of Canada		Indigenous	https://www.canada.ca/en/indigenous-services-canada.html	Original Prototype	Strategic priorities to improve data management		Legacy	Thom Kearney	1/28/2021	Services aux Autochtones Canada (SAC)		Services aux Autochtones Canada SAC travaille en collaboration avec des partenaires en vue damliorer laccs  des services de haute qualit pour les Premires Nations, les Inuit et les Mtis. Notre vision est dappuyer et dhabiliter les Autochtones afin quils puissent offrir de façon indpendante des services et aborder les diffrentes conditions socioconomiques au sein de leurs communauts.	https://www.canada.ca/fr/services-autochtones-canada.html
GCDE:0005111	Informal Sharing of Departmental Tools and Data Governance Structures			Policy Instruments	Directives	DFO documents and artifacts about the data sharing solution.	Government of Canada			https://gcconnex.gc.ca/file/group/20513693/all#105101762				Potential - needs details	Thom Kearney	7/21/2022				
GCDE:0004928	Information and Communications Technology Council (ICTC)		DigitalTalent	Organizations	Non-profit organization	A notforprofit national centre of expertise for the digital economy, we are the trusted source for evidencebased policy advice, forward looking research, and creative capacity building programs, with a team of over 90 qualified professionals across Canada.	NGO			https://www.ictc-ctic.ca/about-us-2/				Legacy	Thom Kearney	5/4/2022	A not-for-profit national centre of expertise for the digital economy, we are the trusted source for evidence-based policy advice, forward looking research, and creative capacity building programs, with a team of over 90 qualified professionals across Canada.			
GCDE:0000457	Infrastructure Canada (INFC)	INFR	ProvidesServicesToIndigenous, Indigenous, Climate	Organizations	Government of Canada	The key to building Canada for the 21st century is a strategic and collaborative longterm infrastructure plan that builds economically vibrant, strategically planned, sustainable and inclusive communities. Infrastructure Canada works closely with all orders of government and other partners to enable investments in social, green, public transit and other core public infrastructure, as well as trade and transportation infrastructure.	Government of Canada		Money and Assets	https://www.infrastructure.gc.ca/index-eng.html	Team Update			Legacy	Thom Kearney	6/4/2021	Infrastructure Canada (INFC)		Pour btir le Canada du XXIe sicle, il est essentiel dtablir un plan dinfrastructure stratgique et collaboratif  long terme qui permette de btir des collectivits conomiquement dynamiques, planifies de façon stratgique, durables et inclusives. Infrastructure Canada travaille en troite collaboration avec tous les ordres de gouvernement et dautres partenaires afin de permettre de procder  des investissements dans linfrastructure sociale, linfrastructure verte, le transport en commun et dautres infrastructures publiques de base, ainsi que dans les infrastructures de commerce et de transport.	https://www.infrastructure.gc.ca/index-fra.html
GCDE:0000647	Innovate on Demand: Episode on Data Literacy Podcast		DataLiteracy 	Learning Resources	Podcasts	CSPS Digital Academy discusses how we can map data literacy within the public service, and how organizations can analyze their data competencies to further their data readiness and maturity.	Government of Canada			https://www.csps-efpc.gc.ca/podcasts/innovate20-eng.aspx				Legacy	Thom Kearney	7/23/2021	Innover sur demande : Épisode sur la littératie en matière de données (disponible en anglais seulement)		LAcadmie numrique de lEFPC discute de la manire dont nous pouvons cartographier la littratie en matire de donnes au sein de la fonction publique et comment les organisations peuvent analyser leurs comptences en matire de donnes pour amliorer leur disponibilit et leur maturit.	https://www.csps-efpc.gc.ca/podcasts/innovate20-eng.aspx
GCDE:0001854	Innovation  Information and Technology Branch		ESDC-DEMO	Teams	Branch			Branch						Legacy	Thom Kearney	10/6/2021				
GCDE:0005311	Innovation at Formula 1		DataCentric , DataSource, DataStewardship	Other	Other 	Inspirational article on innovation using realtime data while operating a Formula 1 race.	Not Applicable			https://www.formula1.com/en/toolbar/extreme-innovation-series.html				New - Awaiting review	Thom Kearney	12/21/2022	Diane Carol Johnston			
GCDE:0000557	Innovation funding and support		Climate	Projects and Initiatives	Projects/initiatives	Funding and advisory support for research and development RD, innovation and commercialization projects.	GC Interdepartmental		Innovation Science and Industry	https://www.canada.ca/en/services/science/innovation/funding.html				Legacy	Thom Kearney	6/15/2021	Financement et soutien à l'innovation		Financement et services consultatifs pour des projets de recherchedveloppement, de commercialisation et dinnovation.	https://gcxgce.sharepoint.com/teams/1000172/SitePages/Page-d'accueil.aspx
GCDE:0000115	Innovation Hubs + Labs			Teams	Teams 	Innovation HubsLabs also known as innovation teams, labs, units are differentiated from other teams in that they often adopt new and experimental methods to tackle various social and public issues. They come in a variety of sizes, use a range of techniques, and are equipped with different resources.	GC Interdepartmental			https://policomm-commpoli.gccollab.ca/npi/en/articles/innovation-hubs-labs.html	Original Prototype			Legacy	Thom Kearney	1/27/2021	Centres et laboratoires		Les centres et laboratoires dinnovation galement appels quipes ou units dinnovation diffrent des autres quipes en ce quils adoptent souvent des mthodes nouvelles et exprimentales pour sattaquer  diffrents enjeux sociaux ou publics. Leur taille, les techniques utilises et leurs ressources varient.	https://policomm-commpoli.gccollab.ca/npi/fr/articles/innovation-hubs-labs.html
GCDE:0000584	Innovation in the Public Service			Projects and Initiatives	Projects/initiatives	List of Initiatives with links to various services, initiatives, platforms and etc aimed to improve service for Canadians and public servants.	GC Interdepartmental			https://www.canada.ca/en/government/publicservice/modernizing.html				Legacy	Thom Kearney	6/25/2021	Innovation dans la fonction publique		Liste dinitiatives avec des liens vers divers services, initiatives, plateformes et autres visant  amliorer le service pour les Canadiens et les fonctionnaires.	https://www.canada.ca/fr/gouvernement/fonctionpublique/modernisation.html
GCDE:0001914	Innovation Lab		ESDC-DEMO	Teams				Directorate						Legacy	Thom Kearney	10/6/2021				
GCDE:0000054	Innovation Science and Economic Development Canada (ISED)	ISED	ProvidesServicesToIndigenous, Science, Indigenous, Climate	Organizations		Innovation, Science and Economic Development Canada ISED works with Canadians in all areas of the economy and in all parts of the country to improve conditions for investment, enhance Canadas innovation performance, increase Canadas share of global trade and build a fair, efficient and competitive marketplace. We are the federal institution that leads the Innovation, Science and Economic Development portfolio.	Government of Canada	Science Based Departments & Agencies	Innovation Science and Industry	https://www.ic.gc.ca/eic/site/icgc.nsf/eng/home	Original Prototype	Data Standardization and Interoperability Initiatives  Data Commissioners		Legacy	Thom Kearney	1/27/2021	Innovation,  Sciences et Développement économique Canada (ISDE)		Innovation, Sciences et Dveloppement conomique Canada ISDE travaille avec les Canadiens de tous les secteurs de lconomie et de toutes les rgions du pays  instaurer un climat favorable  linvestissement,  stimuler linnovation,  accroître la prsence canadienne sur les marchs mondiaux et  crer un march quitable, efficace et concurrentiel. Nous sommes lorganisme fdral qui gre le portefeuille de lInnovation, des Sciences et du Dveloppement conomique.	https://www.ic.gc.ca/eic/site/icgc.nsf/fra/accueil
GCDE:0004728	Innovation Zone		DataTalent	Communities	Communities	To be a trusted catalyst of innovation, elevating PSPC as a seamless service leader. Heres how well get there, together Drive Innovation  PSPC employees are engaged, encouraged, and empowered to innovate in any and all aspects of their organization. Enable Ability to Improve  Building capacity in each of us by sharing resources and skills, teaching and seizing opportunities, and showcasing results check out our GCPedia page to learn more.  Collaborate to Deliver on Priorities  Collaborate and codevelop solutions with clients by experimenting with cutting edge approaches across the GC ecosystem and leveraging the latest and greatest IT  business practices.	Government of Canada			https://gcconnex.gc.ca/groups/about/26138511				Legacy	Thom Kearney	3/24/2022	Zone d'innovation		Être un catalyseur fiable de linnovation et amener SPAC  devenir un chef de file en matire de services harmoniss. Voici comment nous y arriverons ensemble   Promouvoir linnovation  Mobiliser, habiliter et encourager les employs de SPAC  faire preuve dinnovation dans chacun des aspects de lorganisation.  Favoriser la capacit de samliorer  Renforcer cette capacit chez chacun et chacune en mettant en commun les ressources et les comptences, en sensibilisant les employs aux occasions qui soffrent  eux et en leur permettant den profiter, et en mettant en lumire les rsultats consultez notre page GCpdia pour en savoir plus.  Collaborer  la ralisation des priorits  Collaborer avec les clients et laborer des solutions avec eux en faisant lessai dapproches novatrices  lchelle du gouvernement du Canada et en tirant profit des plus rcentes et meilleures pratiques oprationnelles et de technologie de linformation TI.	https://gcconnex.gc.ca/groups/about/26138511
GCDE:0001841	In-person databases		ESDC-DEMO	Teams				Division						Legacy	Thom Kearney	10/6/2021				
GCDE:0001840	In-Person Operations and Strategies Directorate - Business Operations and Strategies		ESDC-DEMO	Teams				Directorate						Legacy	Thom Kearney	10/6/2021				
GCDE:0004834	Inside Big Data		DataCentric 	Organizations	Blogs	Founded on August 28, 2011, insideBIGDATA is a news outlet that distills news, strategies, products and services in the world of Big Data for data scientists as well as IT and business professionals. Our editorial focus is big data, data science, AI, machine learning, and deep learning.	Other			About insideBIGDATA - insideBIGDATA	Data Talent Quest April 2022			Essential data complete	Thom Kearney	5/3/2022				
GCDE:0000604	INSTAT		DataSource	Data Sources	Data Sources	Indigenous Services Canadas Statistics and Research Unit can provide socioeconomic and demographic statistics.	Government of Canada			https://www.sac-isc.gc.ca/eng/1291132820288/1603310905799		Talk to Jennie Thompson		Legacy	Thom Kearney	7/20/2021	Renseignements sur les statistiques		Lunit de statistique et de recherche de Services aux Autochtones Canada peut fournir des statistiques socioconomiques et dmographiques.	https://www.sac-isc.gc.ca/fra/1291132820288/1603310905799
GCDE:0000055	Institute on Governance		DataLiteracy 	Organizations	Learning provider	Institute on Governance IOG is an independent, Canadabased, notforprofit institution that works in the public interest.	Learning Provider			https://iog.ca/	Original Prototype			Legacy	Thom Kearney	1/27/2021	Institut sur la gouvernance		LInstitut sur la gouvernance est un organisme canadien indpendant sans but lucratif qui travaille dans lintrêt public.	https://iog.ca/fr/
GCDE:0005355	Institutional RDM Strategy Survey Report		DataCentric , DataSource, Governance	Knowledge Sharing Product	Resources	This report summarizes institutional strategy development across Canada. It suggests additional resources needed to support Canadian institutions in developing Research Data Management RDM strategies using the data from the March 2022 survey deployed by the Alliance.	NGO			https://zenodo.org/record/6830003#.Y77Dyf7MJD_				New - Awaiting review	Thom Kearney	1/11/2023				
GCDE:0001903	Integrated Online Services		ESDC-DEMO	Teams				Division						Legacy	Thom Kearney	10/6/2021				
GCDE:0001829	Integrated Service Coordination Centre		ESDC-DEMO	Teams				Division						Legacy	Thom Kearney	10/6/2021				
GCDE:0001828	Integrated Service Management		ESDC-DEMO	Teams				Directorate						Legacy	Thom Kearney	10/6/2021				
GCDE:0001811	Integrity and National Services (INS)		ESDC-DEMO	Teams				Directorate						Legacy	Thom Kearney	10/6/2021				
GCDE:0001861	Integrity Business Analysis Division		ESDC-DEMO	Teams				Division						Legacy	Thom Kearney	10/6/2021				
GCDE:0001857	Integrity Services Branch		ESDC-DEMO	Teams	Branch			Branch						Legacy	Thom Kearney	10/6/2021				
GCDE:0000143	Interdepartmental Collaborative Committee on Indigenous Data		CIRNAC/ISCDataLeadership, Indigenous, DataCentric , Governance	Committees	Committees	The Interdepartmental Collaborative Committee on Indigenous data provides a forum to discuss subjects related to the development, collection, management and use of Indigenous data in the Federal Public Service in support of reconciliation with Indigenous peoples, improving service delivery to Indigenous peoples and communities, and advancing selfdetermination of Indigenous peoples.	PT+ FN			https://gcconnex.gc.ca/groups/profile/72283991/interdepartmental-committee-on-indigenous-data-comite-de-collaboration-interministeriel-sur-les-donnees-autochtones?language=en	D.Prosser (CIRNAC)	SRDIB  Interdepartmental Committee on Indigenous Data  GC Docs doc available		Legacy	Thom Kearney	6/1/2021	COMITÉ DE COLLABORATION INTERMINISTÉRIEL SUR LES DONNÉES AUTOCHTONES		Le Comit de collaboration interministriel sur les donnes autochtones sert de tribune pour discuter de sujets qui touchent llaboration, la collecte, la gestion et lutilisation des donnes autochtones au sein de la fonction publique fdrale afin de soutenir la rconciliation avec les peuples autochtones, damliorer la prestation de services aux peuples et aux collectivits autochtones et de promouvoir lautodtermination des peuples autochtones  Le Comit est coprsid par le directeur gnral responsable des Perspectives sociales, intgration et innovation  Statistique Canada et le directeur principal de la Direction gnrale de la recherche stratgique et de linnovation en matire de donnes de Services aux Autochtones Canada	https://gcconnex.gc.ca/groups/profile/72283991/interdepartmental-committee-on-indigenous-data-comite-de-collaboration-interministeriel-sur-les-donnees-autochtones?language=fr
GCDE:0004779	Interdepartmental Standardized Job Descriptions (ISJD)		DataTalent	Projects and Initiatives	Projects/initiatives	TBS Led initiative	GC Interdepartmental							Legacy	Thom Kearney	3/31/2022				
GCDE:0004706	Interdepartmental Talent Management Community of Practice 		DataTalent	Communities	Communities	This forum allows officials to discuss Talent Management TM issues, share information, network and gain an understanding of the holistic nature of talent management. Our approach addresses the various components of the employee lifecycle such as business and workforce planning, recruitment and onboarding, development, performance management, succession planning and many other related aspects of TM.	GC Interdepartmental			https://gcconnex.gc.ca/groups/profile/16208229/interdepartmental-talent-management-community-of-practice-communaute-de-pratique-interministerielle-pour-la-gestion-des-talents?language=en				Legacy	Thom Kearney	3/23/2022	Communauté de pratique interministérielle pour la gestion des talents		Ce forum permet aux fonctionnaires pour discuter des questions de Gestion du talent GT, de partager linformation, rseau et acqurir une comprhension de la nature holistique de gestion du talent. Notre approche suit le cycle de vie des entreprises des employs comme la planification des effectifs et des affaires, le recrutement et « onboarding », le dveloppement, la gestion du rendement, la planification de la relve et de nombreux autres composants GT connexes.	https://gcconnex.gc.ca/groups/profile/16208229/interdepartmental-talent-management-community-of-practice-communaute-de-pratique-interministerielle-pour-la-gestion-des-talents?language=fr
GCDE:0001915	Intergovernmental Affairs Directorate		ESDC-DEMO	Teams				Directorate						Legacy	Thom Kearney	10/6/2021				
GCDE:0001853	Internal Audit		ESDC-DEMO	Teams				Directorate						Legacy	Thom Kearney	10/6/2021				
GCDE:0001851	Internal Audit and Enterprise Risk Management Branch		ESDC-DEMO	Teams	Branch			Branch						Legacy	Thom Kearney	10/6/2021				
GCDE:0005136	International Digital Analytics Forum		DigitalAmbition, DigitalTalent	Communities		The International Digital Analytics Forum was established in order to foster collaboration in the international analytics community. The forum allows participating countries to provide an overview of current analytics projects and answer questions from the community.	Government of Canada			https://www.gcpedia.gc.ca/wiki/International_Digital_Analytics_Forum				Essential data complete	Thom Kearney	9/12/2022				
GCDE:0001843	Internet databases		ESDC-DEMO	Teams				Division						Legacy	Thom Kearney	10/6/2021				
GCDE:0005334	Introduction to   Basic Statistics		DataLiteracy 	Knowledge Sharing Product	Courses	A quick refresher course for those who have had statistical training in the past or a fastpaced introduction to basic statistics for beginners. Statistical measures such as percentages, averages, frequency and standard error are used widely. But how are they calculated, and exactly what do they tell us This one day workshop will help participants develop an appreciation of the potential of statistics and a critical eye of when and how they should or shouldnt be used.	Government of Canada			https://www.statcan.gc.ca/en/services/scti/course/10h0104				New - Awaiting review	Thom Kearney	1/3/2023	Digital Learning Resources list			
GCDE:0000696	Introduction to AI Hub		DataLiteracy 	Learning Resources	Resources	AI Hub offers a collection of components for developers and data scientists building artificial intelligence AI systems.	Government of Canada			https://cloud.google.com/ai-hub/docs/introduction				Legacy	Thom Kearney	7/30/2021	Introduction à AI Hub			https://cloud.google.com/ai-hub/docs/introduction
GCDE:0005133	Introduction to Enterprise Architecture 		EA	Learning Resources		Potential enterprise course  under development by DND  eventually to be offered by CSPS maybe.	Government of Canada							Potential - needs details	Thom Kearney	9/9/2022				
GCDE:0004447	Inuit Communities Location		Geospatial, Indigenous	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/2bcf34b5-4e9a-431b-9e43-1eace6c873bd	From OPEN DATA and From FGP		Crown-Indigenous Relations and Northern Affairs Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0001833	IPPM		ESDC-DEMO	Teams				Directorate						Legacy	Thom Kearney	10/6/2021				
GCDE:0004828	IPSOS	IPSOS	DataCentric 	Organizations	Other 	Our Public Policy Improvement teams design, develop and carry out customised research for clients in the government and public sector to help them make better, evidencebased decisions. Our expert teams in 38 countries have indepth sector knowledge to assist decisionmakers across the full range of public policy issues.	Other			https://www.ipsos.com/en/talent-transformationn	Data Talent Quest April 2022			Essential data complete	Thom Kearney	5/3/2022				
GCDE:0004829	IPSOS Talent transformation: Digital-skilled needed		DataTalent, DigitalTalent	Knowledge Sharing Product	Resources	The Global Impact Report, an Ipsos international survey conducted with Udacity in four major countries, finds that digital transformation is stalling due to a lack of jobready digital talent.	Consultancy			https://www.ipsos.com/en/talent-transformation	Data Talent Quest April 2022	Report		Essential data complete	Thom Kearney	5/3/2022				
